City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
437,Tecoanapa,16.5167,-98.75,77.77,88,88,5.77,MX,2021-10-25 00:48:34,overcast clouds
438,Castelo Branco,39.8222,-7.4909,49.8,64,5,1.9,PT,2021-10-25 00:51:09,clear sky
439,Pringsewu,-5.3582,104.9744,80.82,84,96,2.71,ID,2021-10-25 00:51:10,overcast clouds
440,Tupancireta,-29.0806,-53.8358,52.7,70,0,1.9,BR,2021-10-25 00:51:10,clear sky
441,Sakakah,29.9697,40.2064,63.97,33,0,6.78,SA,2021-10-25 00:51:10,clear sky
442,Zhigansk,66.7697,123.3711,16.9,96,96,5.3,RU,2021-10-25 00:50:20,overcast clouds
443,Tateyama,34.9833,139.8667,64.09,56,64,11.81,JP,2021-10-25 00:51:11,broken clouds
444,Kangaatsiaq,68.3065,-53.4641,18.39,92,99,8.21,GL,2021-10-25 00:51:11,overcast clouds
445,Ahome,25.9167,-109.1833,82.35,71,0,7.45,MX,2021-10-25 00:51:12,clear sky
446,Sambava,-14.2667,50.1667,75.16,88,98,8.68,MG,2021-10-25 00:47:05,light rain
447,Kabalo,-6.05,26.9167,68.0,95,100,1.41,CD,2021-10-25 00:51:12,overcast clouds
448,Walvis Bay,-22.9575,14.5053,59.09,88,0,6.91,NA,2021-10-25 00:51:13,clear sky
449,Basco,20.4487,121.9702,79.83,80,34,17.09,PH,2021-10-25 00:51:13,scattered clouds
450,Derzhavinsk,51.1,66.3167,43.57,48,100,11.99,KZ,2021-10-25 00:51:13,overcast clouds
451,Pitimbu,-7.4706,-34.8086,79.39,77,50,8.01,BR,2021-10-25 00:51:14,scattered clouds
452,Necochea,-38.5473,-58.7368,62.04,45,0,18.99,AR,2021-10-25 00:51:14,clear sky
453,Caledon East,43.8691,-79.8669,52.88,68,100,1.57,CA,2021-10-25 00:51:15,overcast clouds
454,Makakilo City,21.3469,-158.0858,86.32,54,20,11.5,US,2021-10-25 00:48:48,few clouds
455,Ancud,-41.8697,-73.8203,54.43,85,100,18.66,CL,2021-10-25 00:46:39,overcast clouds
456,Muros,42.7762,-9.0603,58.08,93,46,2.95,ES,2021-10-25 00:51:15,scattered clouds
457,Loa Janan,-0.583,117.095,80.82,84,100,3.53,ID,2021-10-25 00:51:16,overcast clouds
458,Port Hedland,-20.3167,118.5667,87.85,23,0,6.91,AU,2021-10-25 00:51:16,clear sky
459,Elk City,35.412,-99.4043,70.29,59,1,0.0,US,2021-10-25 00:51:16,haze
460,Kargopol,61.5071,38.9456,26.28,86,42,4.83,RU,2021-10-25 00:51:17,scattered clouds
461,Solnechnyy,50.7214,136.6319,44.46,65,0,2.55,RU,2021-10-25 00:51:17,clear sky
462,Bowen,-20.0167,148.2333,88.02,62,16,10.51,AU,2021-10-25 00:51:17,few clouds
463,Pilar,-9.5972,-35.9567,76.93,86,55,6.42,BR,2021-10-25 00:51:18,broken clouds
464,Bom Jesus Da Lapa,-13.255,-43.4181,81.52,62,100,6.06,BR,2021-10-25 00:50:36,overcast clouds
465,Sisimiut,66.9395,-53.6735,17.94,79,28,10.04,GL,2021-10-25 00:51:18,scattered clouds
466,Kahului,20.8947,-156.47,84.22,73,40,24.16,US,2021-10-25 00:51:17,scattered clouds
467,Platonovka,52.7106,41.952,31.41,79,85,14.92,RU,2021-10-25 00:51:19,light snow
468,Homer,59.6425,-151.5483,46.29,80,1,10.36,US,2021-10-25 00:49:52,light rain
469,Salta,-24.7859,-65.4117,73.69,37,20,4.0,AR,2021-10-25 00:51:19,few clouds
470,Samana,19.2056,-69.3369,77.67,82,8,6.96,DO,2021-10-25 00:51:19,clear sky
471,Miragoane,18.4423,-73.0876,80.15,77,33,5.61,HT,2021-10-25 00:51:20,scattered clouds
472,Shetpe,44.1667,52.1167,49.28,32,43,1.05,KZ,2021-10-25 00:51:20,scattered clouds
473,Chara,56.9064,118.2631,31.6,62,100,1.48,RU,2021-10-25 00:51:20,overcast clouds
474,Hamilton,39.1834,-84.5333,70.99,84,1,1.01,US,2021-10-25 00:51:21,clear sky
475,Traverse City,44.7631,-85.6206,48.27,78,90,9.22,US,2021-10-25 00:51:21,overcast clouds
476,Bud,39.447,-86.1758,71.69,88,8,18.41,US,2021-10-25 00:51:21,clear sky
477,Amberley,39.2048,-84.428,70.3,84,1,1.99,US,2021-10-25 00:51:22,clear sky
478,Kismayo,-0.3582,42.5454,78.71,86,0,10.85,SO,2021-10-25 00:51:22,clear sky
479,Kurayoshi,35.4333,133.8167,53.51,62,100,1.19,JP,2021-10-25 00:51:22,moderate rain
480,Kyrksaeterora,63.2906,9.0891,48.85,86,91,5.06,NO,2021-10-25 00:51:23,overcast clouds
481,Kolpny,52.2282,37.0368,30.38,90,15,9.4,RU,2021-10-25 00:51:23,few clouds
482,Ranong,9.9658,98.6348,76.93,82,84,4.25,TH,2021-10-25 00:51:24,broken clouds
483,Governador Valadares,-18.8511,-41.9494,73.72,91,100,2.24,BR,2021-10-25 00:47:23,moderate rain
484,Puerto Ayacucho,5.6639,-67.6236,77.77,88,100,2.55,VE,2021-10-25 00:51:24,heavy intensity rain
485,Henties Bay,-22.116,14.2845,58.86,90,0,5.88,NA,2021-10-25 00:47:20,clear sky
486,Mosquera,4.7059,-74.2302,57.29,94,40,3.44,CO,2021-10-25 00:51:25,scattered clouds
487,Fredericton,45.9454,-66.6656,42.04,65,1,1.01,CA,2021-10-25 00:51:23,clear sky
488,Novikovo,51.1537,37.8879,32.52,76,8,10.45,RU,2021-10-25 00:51:25,clear sky
489,Sabya,17.1495,42.6254,83.82,67,5,1.54,SA,2021-10-25 00:51:26,clear sky
490,Santa Cruz,-17.8,-63.1667,67.46,83,75,4.61,BO,2021-10-25 00:51:26,broken clouds
491,Teguise,29.0605,-13.564,68.22,73,75,10.36,ES,2021-10-25 00:51:27,broken clouds
492,Ambanja,-13.6833,48.45,74.01,87,7,2.62,MG,2021-10-25 00:51:27,clear sky
493,Lorengau,-2.0226,147.2712,83.08,77,34,7.31,PG,2021-10-25 00:51:28,scattered clouds
494,Tura,25.5198,90.2201,68.25,89,0,2.37,IN,2021-10-25 00:51:28,clear sky
495,Sawtell,-30.3833,153.1,76.19,74,17,13.8,AU,2021-10-25 00:51:29,few clouds
496,Verkhoyansk,67.5447,133.385,4.41,98,100,0.98,RU,2021-10-25 00:51:29,overcast clouds
497,Grand Gaube,-20.0064,57.6608,74.37,71,90,5.99,MU,2021-10-25 00:51:30,overcast clouds
498,Leh,34.1667,77.5833,26.96,87,76,4.03,IN,2021-10-25 00:49:04,broken clouds
499,Abaete,-19.16,-45.4458,76.93,64,100,1.86,BR,2021-10-25 00:51:30,overcast clouds
500,Mount Isa,-20.7333,139.5,83.97,48,99,6.91,AU,2021-10-25 00:51:30,overcast clouds
501,Majene,-3.5403,118.9707,84.0,73,71,4.18,ID,2021-10-25 00:51:31,broken clouds
502,Moultrie,31.1799,-83.7891,73.81,73,1,0.0,US,2021-10-25 00:51:31,clear sky
503,Nome,64.5011,-165.4064,32.16,86,90,17.27,US,2021-10-25 00:50:21,overcast clouds
504,Eyrarbakki,63.863,-21.1481,44.65,86,100,13.6,IS,2021-10-25 00:51:32,light rain
505,Saint-Pierre,-21.3393,55.4781,71.28,77,40,6.91,RE,2021-10-25 00:48:14,scattered clouds
506,Anloga,5.7947,0.8973,79.02,82,0,7.81,GH,2021-10-25 00:51:16,clear sky
507,Havre-Saint-Pierre,50.2334,-63.5986,48.2,76,90,14.97,CA,2021-10-25 00:51:32,overcast clouds
508,Manyana,-23.4,21.7167,61.45,29,0,7.43,BW,2021-10-25 00:51:33,clear sky
509,Katangli,51.7102,143.2326,44.02,73,27,10.47,RU,2021-10-25 00:51:33,scattered clouds
510,Kyabram,-36.3167,145.05,59.88,42,5,13.6,AU,2021-10-25 00:51:33,clear sky
511,Muli,2.9167,73.5667,82.8,73,100,12.84,MV,2021-10-25 00:51:34,overcast clouds
512,Tsumeb,-19.2333,17.7167,65.75,14,4,8.63,NA,2021-10-25 00:51:34,clear sky
513,Tocopilla,-22.092,-70.1979,60.31,72,11,2.75,CL,2021-10-25 00:49:36,few clouds
514,Gravdal,68.1214,13.5031,39.69,95,100,17.05,NO,2021-10-25 00:51:35,light rain
515,Iacu,-12.7672,-40.2117,76.32,86,100,3.62,BR,2021-10-25 00:51:35,light rain
516,Noumea,-22.2763,166.4572,81.0,99,45,15.84,NC,2021-10-25 00:51:35,scattered clouds
517,Poykovskiy,61.2333,73.3333,28.69,93,0,6.71,RU,2021-10-25 00:51:36,clear sky
518,Rosario,-32.9468,-60.6393,69.84,45,0,1.99,AR,2021-10-25 00:48:04,clear sky
519,Sao Raimundo Das Mangabeiras,-7.0219,-45.4811,79.84,72,14,4.23,BR,2021-10-25 00:51:36,few clouds
520,Itarema,-2.9248,-39.9167,79.54,75,3,14.56,BR,2021-10-25 00:51:37,clear sky
521,Arman,59.7,150.1667,25.47,81,100,3.56,RU,2021-10-25 00:51:37,overcast clouds
522,Mnogovershinnyy,53.9353,139.9242,38.73,77,30,4.99,RU,2021-10-25 00:51:37,scattered clouds
523,Latung,5.5,120.8833,82.2,75,32,5.37,PH,2021-10-25 00:51:38,scattered clouds
524,Upata,8.0086,-62.3989,72.23,93,100,3.44,VE,2021-10-25 00:51:38,overcast clouds
525,Boende,-0.2167,20.8667,70.95,99,100,1.28,CD,2021-10-25 00:51:38,overcast clouds
526,Shitanjing,39.2342,106.3439,47.39,39,100,3.4,CN,2021-10-25 00:51:39,overcast clouds
527,Vanimo,-2.6741,141.3028,85.33,65,100,6.64,PG,2021-10-25 00:50:42,overcast clouds
528,Acari,-15.4311,-74.6158,65.39,72,24,3.4,PE,2021-10-25 00:51:40,few clouds
529,Kulachi,31.9286,70.4592,64.76,50,0,6.96,PK,2021-10-25 00:51:40,clear sky
530,Astana,51.1801,71.446,35.55,80,0,11.18,KZ,2021-10-25 00:50:08,clear sky
531,Mims,28.6653,-80.8448,79.0,93,40,1.01,US,2021-10-25 00:51:40,light rain
532,Salamanca,40.8333,-6.0,51.62,60,0,3.36,ES,2021-10-25 00:51:41,clear sky
533,Ust-Kut,56.7938,105.7672,39.15,78,100,11.81,RU,2021-10-25 00:51:17,overcast clouds
534,Tarragona,41.129,1.249,60.42,64,0,13.0,ES,2021-10-25 00:51:41,clear sky
535,Nemuro,43.3236,145.575,55.83,70,0,4.97,JP,2021-10-25 00:51:42,clear sky
536,Monrovia,6.3005,-10.7969,75.24,94,100,5.64,LR,2021-10-25 00:51:42,heavy intensity rain
537,Bonthe,7.5264,-12.505,76.42,92,100,3.89,SL,2021-10-25 00:51:42,moderate rain
538,Altay,47.8667,88.1167,31.01,58,0,4.23,CN,2021-10-25 00:51:43,clear sky
539,Yatou,37.15,122.3833,59.36,56,0,3.4,CN,2021-10-25 00:51:43,clear sky
540,Udachnyy,66.4167,112.4,15.06,100,98,3.36,RU,2021-10-25 00:47:44,overcast clouds
541,Dandong,40.1292,124.3947,53.78,70,7,5.17,CN,2021-10-25 00:50:44,clear sky
542,Ulladulla,-35.35,150.4667,66.78,61,90,6.87,AU,2021-10-25 00:51:44,overcast clouds
543,Sola,-13.8833,167.55,88.47,70,75,5.75,VU,2021-10-25 00:51:44,broken clouds
544,Yining,29.0361,114.5636,61.0,67,0,1.23,CN,2021-10-25 00:51:45,clear sky
545,San Andres,12.5847,-81.7006,80.62,89,40,2.3,CO,2021-10-25 00:47:50,scattered clouds
546,Alice Springs,-23.7,133.8833,76.55,23,95,14.97,AU,2021-10-25 00:48:23,overcast clouds
547,Harpanahalli,14.8,75.9833,69.44,88,89,1.41,IN,2021-10-25 00:51:45,overcast clouds
548,Vestmanna,62.1564,-7.1664,49.12,93,90,18.41,FO,2021-10-25 00:51:46,overcast clouds
549,Luderitz,-26.6481,15.1594,59.5,70,0,11.03,NA,2021-10-25 00:48:27,clear sky
550,Cumberland,35.0502,-78.8664,70.57,71,1,5.75,US,2021-10-25 00:50:55,clear sky
551,Olinda,-8.0089,-34.8553,80.33,78,40,6.91,BR,2021-10-25 00:51:46,scattered clouds
552,Ontario,34.0633,-117.6509,72.09,61,1,3.0,US,2021-10-25 00:50:22,clear sky
553,Oranjemund,-28.55,16.4333,59.23,74,0,11.3,NA,2021-10-25 00:51:47,clear sky
554,Alta Floresta,-9.8756,-56.0861,72.21,96,93,4.05,BR,2021-10-25 00:51:11,light rain
555,The Valley,18.217,-63.0578,82.26,75,16,17.43,AI,2021-10-25 00:47:44,few clouds
556,Mana,5.6592,-53.7767,78.24,90,100,10.2,GF,2021-10-25 00:51:47,overcast clouds
557,Nyurba,63.2842,118.3319,32.59,96,100,5.39,RU,2021-10-25 00:51:48,overcast clouds
558,Lulea,65.5842,22.1547,39.27,100,90,11.5,SE,2021-10-25 00:51:48,light rain
559,Bandarbeyla,9.4942,50.8122,77.05,76,10,2.86,SO,2021-10-25 00:51:49,clear sky
560,Melo,-32.3667,-54.1833,54.03,73,0,8.7,UY,2021-10-25 00:51:49,clear sky
561,West Fargo,46.875,-96.9004,46.02,63,90,3.0,US,2021-10-25 00:51:49,overcast clouds
562,Whyalla,-33.0333,137.5833,64.29,48,0,6.91,AU,2021-10-25 00:51:50,clear sky
563,Dhidhdhoo,6.8833,73.1,81.97,77,54,7.29,MV,2021-10-25 00:51:50,broken clouds
564,Cuamba,-14.8031,36.5372,75.45,62,0,7.07,MZ,2021-10-25 00:51:51,clear sky
565,Kalabo,-14.97,22.6814,72.93,63,100,7.45,ZM,2021-10-25 00:48:01,overcast clouds
566,Oudtshoorn,-33.5907,22.2014,46.76,77,0,1.68,ZA,2021-10-25 00:51:51,clear sky
567,Sagua De Tanamo,20.5819,-75.2414,77.23,88,39,4.65,CU,2021-10-25 00:51:52,scattered clouds
568,Klaksvik,62.2266,-6.589,50.92,90,78,23.62,FO,2021-10-25 00:48:13,broken clouds
569,Timbiqui,2.7717,-77.6654,75.79,93,100,1.45,CO,2021-10-25 00:51:52,moderate rain
570,Palana,59.1167,159.9667,25.57,79,49,7.14,RU,2021-10-25 00:51:52,scattered clouds
571,Westport,41.1415,-73.3579,58.98,77,90,5.01,US,2021-10-25 00:51:39,overcast clouds
572,Les Cayes,18.2,-73.75,78.84,80,77,4.65,HT,2021-10-25 00:51:53,broken clouds
573,Camacha,33.0833,-16.3333,65.62,68,40,9.22,PT,2021-10-25 00:51:53,scattered clouds
574,Tual,-5.6667,132.75,83.3,72,100,5.79,ID,2021-10-25 00:51:53,overcast clouds
575,Wiang Sa,8.6359,99.3666,82.81,87,100,1.5,TH,2021-10-25 00:51:54,overcast clouds
576,Bom Conselho,-9.1697,-36.6797,68.07,85,61,6.73,BR,2021-10-25 00:51:54,broken clouds
577,Ishinomaki,38.4167,141.3,55.4,65,80,2.13,JP,2021-10-25 00:51:54,broken clouds
578,Kosikha,53.3617,84.5822,47.17,53,100,13.13,RU,2021-10-25 00:51:55,overcast clouds
579,Arona,28.0996,-16.681,66.74,68,40,8.05,ES,2021-10-25 00:51:55,scattered clouds
580,Sao Sebastiao,-23.76,-45.4097,67.41,92,100,4.56,BR,2021-10-25 00:47:21,moderate rain
581,Comodoro Rivadavia,-45.8667,-67.5,58.86,44,100,43.73,AR,2021-10-25 00:49:19,overcast clouds
582,Olafsvik,64.8945,-23.7142,42.31,89,100,20.98,IS,2021-10-25 00:50:43,overcast clouds
583,Miri,4.4148,114.0089,82.54,83,20,5.75,MY,2021-10-25 00:51:56,few clouds
584,Zhuanghe,39.7008,122.9911,56.73,59,79,3.56,CN,2021-10-25 00:51:56,broken clouds
585,Deputatskiy,69.3,139.9,3.38,96,100,0.76,RU,2021-10-25 00:51:56,overcast clouds
586,Khorixas,-20.3667,14.9667,56.43,52,5,3.02,NA,2021-10-25 00:51:57,clear sky
587,Nuuk,64.1835,-51.7216,23.88,62,0,8.99,GL,2021-10-25 00:51:57,clear sky
588,Mangrol,21.1167,70.1167,76.55,71,5,5.41,IN,2021-10-25 00:51:57,clear sky
589,Ust-Maya,60.4167,134.5333,33.35,98,100,6.91,RU,2021-10-25 00:51:58,light snow
590,Isangel,-19.55,169.2667,82.51,69,75,5.75,VU,2021-10-25 00:48:50,broken clouds
591,Zhob,31.3411,69.4481,51.64,84,0,2.98,PK,2021-10-25 00:51:58,clear sky
592,Aswan,24.0934,32.907,69.1,37,0,8.05,EG,2021-10-25 00:50:53,clear sky
593,Lagos,6.5833,3.75,79.12,89,23,3.78,NG,2021-10-25 00:51:57,few clouds
594,Kamaishi,39.2667,141.8833,49.15,56,8,5.17,JP,2021-10-25 00:51:59,clear sky
595,Mayumba,-3.432,10.6554,76.46,92,100,6.6,GA,2021-10-25 00:49:34,light rain
596,Nguru,12.8791,10.4526,83.28,20,73,7.92,NG,2021-10-25 00:51:59,broken clouds
597,Cap Malheureux,-19.9842,57.6142,74.46,71,89,5.99,MU,2021-10-25 00:52:00,overcast clouds
598,Watsa,3.0372,29.5355,64.47,95,99,2.33,CD,2021-10-25 00:52:00,overcast clouds
599,Marquette,46.5333,-87.6335,42.33,70,100,11.03,US,2021-10-25 00:52:00,overcast clouds
600,Abha,18.2164,42.5053,55.22,67,0,0.0,SA,2021-10-25 00:52:01,clear sky
601,Icusesti,46.8,26.9333,37.51,77,21,1.99,RO,2021-10-25 00:52:01,few clouds
602,Yaransk,57.3033,47.8861,31.73,93,100,15.03,RU,2021-10-25 00:52:02,snow
603,Kalikapur,22.6167,86.2833,69.66,77,41,3.04,IN,2021-10-25 00:52:02,scattered clouds
604,Tamandare,-8.7597,-35.1047,76.68,79,8,8.37,BR,2021-10-25 00:52:03,clear sky
605,Belorechensk,44.76,39.87,41.72,91,100,2.51,RU,2021-10-25 00:52:03,overcast clouds
606,Yarmouth,41.7057,-70.2286,56.97,81,1,1.01,US,2021-10-25 00:52:03,clear sky
607,Kasongo-Lunda,-6.4667,16.8167,70.16,95,15,0.85,CD,2021-10-25 00:52:03,few clouds
608,Eureka,40.8021,-124.1637,59.61,83,100,3.0,US,2021-10-25 00:50:00,light rain
609,Juterbog,51.9833,13.0833,43.63,91,3,7.54,DE,2021-10-25 00:52:04,clear sky
610,Viedma,-40.8135,-62.9967,70.79,29,100,35.19,AR,2021-10-25 00:52:04,overcast clouds
611,Ustka,54.5805,16.8619,42.37,78,8,12.95,PL,2021-10-25 00:52:05,clear sky
612,Knyaze-Volkonskoye,48.4642,135.4567,50.34,53,7,11.23,RU,2021-10-25 00:52:05,clear sky
613,Mopti,14.6667,-4.0,84.24,74,46,4.61,ML,2021-10-25 00:52:05,scattered clouds
614,Dakar,14.6937,-17.4441,79.68,89,20,0.0,SN,2021-10-25 00:50:01,light rain
615,Usinsk,65.9939,57.5281,19.27,97,100,7.16,RU,2021-10-25 00:52:06,overcast clouds
616,Kabo,7.6994,18.629,73.09,92,100,3.47,CF,2021-10-25 00:52:06,overcast clouds
617,Guaranesia,-21.2992,-46.8025,65.62,83,100,3.29,BR,2021-10-25 00:52:07,overcast clouds
618,Warwick,41.7001,-71.4162,53.89,85,98,3.65,US,2021-10-25 00:52:07,overcast clouds
619,Rosetta,31.4044,30.4164,69.62,70,3,8.3,EG,2021-10-25 00:52:07,clear sky
620,Shaunavon,49.6501,-108.4181,47.98,50,100,15.1,CA,2021-10-25 00:52:08,overcast clouds
621,Gotsu,35.0,132.2167,53.74,59,100,5.5,JP,2021-10-25 00:52:08,overcast clouds
622,Adet,11.2644,37.4888,53.98,75,16,3.44,ET,2021-10-25 00:52:09,few clouds
623,Tommot,58.9564,126.2925,37.02,79,98,9.28,RU,2021-10-25 00:52:09,overcast clouds
624,Fort Abbas,29.1925,72.8536,71.08,69,1,5.48,PK,2021-10-25 00:52:09,clear sky
625,Bambanglipuro,-7.95,110.2833,82.51,67,14,4.97,ID,2021-10-25 00:52:10,few clouds
626,Garden City,42.3256,-83.331,48.92,95,90,3.0,US,2021-10-25 00:49:36,light rain
627,Kango,0.1943,10.0951,73.42,99,56,1.63,GA,2021-10-25 00:52:10,broken clouds
628,Emerald,-23.5333,148.1667,90.34,37,100,6.91,AU,2021-10-25 00:52:11,light rain
629,Hirara,24.8,125.2833,78.66,69,75,11.5,JP,2021-10-25 00:52:11,broken clouds
630,Stavanger,58.9701,5.7333,51.89,93,75,11.99,NO,2021-10-25 00:52:11,mist
631,Novomikhaylovskiy,44.2581,38.8578,43.88,84,29,8.57,RU,2021-10-25 00:52:12,scattered clouds
632,Novobelokatay,55.7062,58.9549,33.91,94,90,7.09,RU,2021-10-25 00:52:12,overcast clouds
633,Bloemfontein,-29.1211,26.214,49.48,76,0,4.61,ZA,2021-10-25 00:48:24,clear sky
634,Dicabisagan,17.0818,122.4157,78.46,82,100,1.1,PH,2021-10-25 00:52:12,heavy intensity rain
635,Kautokeino,69.0125,23.0412,19.36,95,100,3.83,NO,2021-10-25 00:52:13,light snow
636,Gualaquiza,-3.4,-78.55,64.69,97,57,2.01,EC,2021-10-25 00:52:13,light rain
637,Honningsvag,70.9821,25.9704,35.51,69,42,14.18,NO,2021-10-25 00:51:36,scattered clouds
638,Pangai,-19.8,-174.35,80.71,50,20,17.27,TO,2021-10-25 00:52:14,few clouds
639,Bella Vista,36.4295,-94.2316,72.28,85,1,12.66,US,2021-10-25 00:49:40,clear sky
640,Mount Gambier,-37.8333,140.7667,55.31,62,90,9.22,AU,2021-10-25 00:52:14,overcast clouds
641,Purna,19.1833,77.05,66.99,73,57,3.36,IN,2021-10-25 00:52:15,broken clouds
642,Diglur,18.55,77.6,66.6,74,64,2.44,IN,2021-10-25 00:52:15,broken clouds
643,Rapid Valley,44.0625,-103.1463,52.32,70,1,1.01,US,2021-10-25 00:52:15,clear sky
644,Yurla,59.3259,54.3223,34.75,99,100,2.84,RU,2021-10-25 00:52:16,light rain
645,Nogliki,51.8333,143.1667,43.34,76,29,11.81,RU,2021-10-25 00:52:16,scattered clouds
646,Kraskino,42.7114,130.7794,53.22,45,0,4.36,RU,2021-10-25 00:52:16,clear sky
647,Rabaul,-4.1967,152.1721,82.54,72,96,4.5,PG,2021-10-25 00:50:10,overcast clouds
648,Santiago De Cao,-7.9589,-79.2392,60.93,82,40,9.22,PE,2021-10-25 00:52:17,scattered clouds
649,Pokhara,28.2333,83.9833,59.76,61,0,6.78,NP,2021-10-25 00:52:17,clear sky
650,Coihaique,-45.5752,-72.0662,46.35,81,90,5.75,CL,2021-10-25 00:50:02,moderate rain
651,Suhbaatar,50.2314,106.2078,35.67,59,95,3.8,MN,2021-10-25 00:52:18,overcast clouds
652,Fereydunshahr,32.941,50.121,32.92,71,0,2.17,IR,2021-10-25 00:52:18,clear sky
653,Bodden Town,19.2833,-81.25,84.2,81,20,5.99,KY,2021-10-25 00:52:19,few clouds
654,Shiyan,32.6475,110.7781,58.55,69,84,1.5,CN,2021-10-25 00:52:19,broken clouds
655,Sao Desiderio,-12.3633,-44.9733,79.61,66,100,2.75,BR,2021-10-25 00:52:19,moderate rain
656,Launceston,-41.45,147.1667,57.79,63,90,8.99,AU,2021-10-25 00:52:20,overcast clouds
657,Dondo,-19.6094,34.7431,75.51,86,78,8.61,MZ,2021-10-25 00:52:20,light rain
658,Neya,58.2972,43.8681,27.27,89,20,8.9,RU,2021-10-25 00:52:20,few clouds
